NUM,CHROM,BIN_START,N_SNPS,TajimaD
270,TRINITY_DN39306_c0_g1_i1,0,1,-1.15524
271,TRINITY_DN39320_c1_g4_i2,0,1,-0.341438
272,TRINITY_DN39322_c0_g5_i1,0,1,-1.15524
273,TRINITY_DN39353_c0_g4_i1,0,4,-1.48102
274,TRINITY_DN39361_c0_g1_i1,0,3,0.469096
275,TRINITY_DN39396_c1_g8_i1,0,1,-1.15524
276,TRINITY_DN39396_c1_g9_i2,0,1,-1.15524
277,TRINITY_DN39419_c0_g1_i1,0,2,0.320977
278,TRINITY_DN39491_c0_g4_i2,0,11,1.15492
279,TRINITY_DN39491_c0_g5_i1,0,3,0.433436
280,TRINITY_DN39491_c0_g7_i1,0,2,-1.48074
281,TRINITY_DN39528_c0_g1_i1,0,2,0.0364945
282,TRINITY_DN39540_c0_g1_i2,0,1,-0.341438
283,TRINITY_DN39547_c0_g1_i1,0,1,-1.15524
284,TRINITY_DN39554_c1_g4_i1,0,1,-1.15524
285,TRINITY_DN39581_c0_g1_i1,0,6,-1.1644
286,TRINITY_DN39590_c0_g6_i2,0,2,1.0796
287,TRINITY_DN39626_c0_g4_i1,0,8,-1.15177
288,TRINITY_DN39656_c0_g1_i1,0,3,0.897021
289,TRINITY_DN39697_c0_g1_i1,0,4,0.821354
290,TRINITY_DN39765_c0_g1_i1,0,10,-1.15866
291,TRINITY_DN39785_c1_g2_i1,0,5,-0.655197
292,TRINITY_DN39793_c0_g2_i1,0,2,-0.53247
293,TRINITY_DN39856_c0_g1_i4,0,7,0.418059
294,TRINITY_DN39857_c0_g1_i2,0,1,0.3244
295,TRINITY_DN39887_c0_g3_i1,0,4,0.907693
296,TRINITY_DN39959_c0_g1_i1,0,1,-1.15524
297,TRINITY_DN39971_c0_g1_i2,0,1,0.3244
298,TRINITY_DN4095_c0_g1_i1,0,1,1.50811
299,TRINITY_DN40005_c0_g1_i1,0,4,0.447219
300,TRINITY_DN40016_c0_g2_i1,0,3,0.00551146
301,TRINITY_DN40055_c0_g1_i1,0,2,-0.959194
302,TRINITY_DN40058_c1_g1_i1,0,2,-1.48074
303,TRINITY_DN40083_c0_g1_i2,0,1,-0.341438
304,TRINITY_DN40129_c0_g1_i1,0,3,0.0768322
305,TRINITY_DN40143_c0_g4_i2,0,1,1.43413
306,TRINITY_DN40150_c2_g2_i1,0,1,-1.15524
307,TRINITY_DN40166_c0_g4_i1,0,1,1.21219
308,TRINITY_DN40167_c1_g1_i2,0,1,0.3244
309,TRINITY_DN40176_c1_g2_i1,0,5,-1.62314
310,TRINITY_DN40212_c2_g1_i1,0,14,-1.85617
311,TRINITY_DN40212_c2_g1_i2,0,6,-0.30716
312,TRINITY_DN40212_c2_g3_i1,0,1,-1.15524
313,TRINITY_DN40234_c0_g2_i1,0,1,-1.15524
314,TRINITY_DN40264_c1_g3_i1,0,1,-1.15524
315,TRINITY_DN40290_c10_g2_i2,0,1,0.842275
316,TRINITY_DN40305_c2_g2_i1,0,1,1.21219
317,TRINITY_DN40334_c4_g1_i5,0,1,-0.341438
318,TRINITY_DN40341_c0_g2_i1,0,1,0.3244
319,TRINITY_DN40364_c2_g1_i1,0,13,-0.118791
320,TRINITY_DN40365_c0_g2_i1,0,2,-0.53247
321,TRINITY_DN40365_c0_g4_i1,0,3,0.183813
322,TRINITY_DN40382_c0_g1_i1,0,2,-0.959194
323,TRINITY_DN40432_c0_g1_i1,0,1,1.43413
324,TRINITY_DN40434_c0_g3_i1,0,8,-0.0810639
325,TRINITY_DN40439_c0_g1_i1,0,1,-0.341438
326,TRINITY_DN40450_c0_g3_i1,0,1,1.21219
327,TRINITY_DN40479_c0_g2_i1,0,5,1.78887
328,TRINITY_DN40481_c0_g1_i1,0,7,-0.281962
329,TRINITY_DN40499_c4_g8_i1,0,1,0.842275
330,TRINITY_DN40614_c2_g3_i1,0,2,-1.48074
331,TRINITY_DN40614_c2_g3_i2,0,2,-0.437643
332,TRINITY_DN40646_c0_g5_i3,0,4,-1.79759
333,TRINITY_DN41835_c0_g1_i1,0,2,-0.53247
334,TRINITY_DN4487_c0_g2_i1,0,1,-0.341438
335,TRINITY_DN45999_c1_g1_i1,0,4,-0.47373
336,TRINITY_DN46002_c0_g1_i1,0,1,0.842275
337,TRINITY_DN46010_c1_g1_i1,0,3,-0.422413
338,TRINITY_DN46068_c0_g1_i1,0,1,-1.15524
339,TRINITY_DN46139_c0_g1_i1,0,1,-1.15524
340,TRINITY_DN46320_c0_g1_i1,0,2,0.226149
341,TRINITY_DN46875_c0_g1_i1,0,1,-1.15524
342,TRINITY_DN52355_c1_g1_i1,0,1,-1.15524
343,TRINITY_DN5330_c0_g1_i1,0,4,-0.329832
344,TRINITY_DN53643_c0_g1_i1,0,1,-0.341438
345,TRINITY_DN57891_c0_g1_i1,0,3,0.718719
346,TRINITY_DN58010_c0_g1_i1,0,1,-1.15524
347,TRINITY_DN58176_c0_g1_i1,0,2,-0.959194
348,TRINITY_DN59230_c0_g1_i1,0,4,0.447219
349,TRINITY_DN59863_c0_g2_i1,0,1,-0.341438
350,TRINITY_DN694_c0_g1_i1,0,4,-0.0708151
351,TRINITY_DN62292_c0_g1_i1,0,2,0.7477
352,TRINITY_DN63774_c0_g1_i1,0,1,-0.341438
353,TRINITY_DN64278_c1_g1_i1,0,1,1.21219
354,TRINITY_DN64808_c0_g1_i1,0,1,-0.341438
355,TRINITY_DN6691_c0_g1_i1,0,1,-0.341438
356,TRINITY_DN66159_c0_g1_i1,0,2,1.0796
357,TRINITY_DN66408_c0_g1_i1,0,2,0.7477
358,TRINITY_DN6868_c0_g1_i1,0,1,1.43413
359,TRINITY_DN69804_c0_g1_i1,0,2,-0.0109193
360,TRINITY_DN69892_c1_g1_i1,0,1,0.842275
361,TRINITY_DN763_c0_g1_i1,0,3,-0.565055
362,TRINITY_DN70034_c0_g1_i1,0,1,0.3244
363,TRINITY_DN70169_c0_g1_i1,0,1,-1.15524
364,TRINITY_DN70423_c0_g1_i1,0,1,1.50811
365,TRINITY_DN7422_c0_g1_i1,0,1,-1.15524
366,TRINITY_DN7481_c0_g1_i1,0,1,-1.15524
367,TRINITY_DN7816_c0_g1_i1,0,8,-1.54711
368,TRINITY_DN7901_c0_g1_i1,0,1,-1.15524
369,TRINITY_DN7958_c0_g1_i1,0,3,-0.885998
370,TRINITY_DN838_c0_g1_i1,0,2,-1.48074
371,TRINITY_DN8796_c0_g1_i1,0,2,-0.200574
372,TRINITY_DN9352_c1_g1_i1,0,3,0.0768322
