NUM,CHROM,BIN_START,N_SNPS,TajimaD
164,TRINITY_DN35464_c0_g1_i1,0,1,-0.59155
165,TRINITY_DN35509_c0_g2_i1,0,2,-1.51284
166,TRINITY_DN35575_c0_g1_i1,0,2,0.763736
167,TRINITY_DN35709_c0_g2_i1,0,2,-0.286989
168,TRINITY_DN35710_c0_g1_i1,0,1,0.351953
169,TRINITY_DN35743_c0_g1_i1,0,1,0.351953
170,TRINITY_DN35823_c1_g1_i1,0,1,-1.16439
171,TRINITY_DN35849_c0_g1_i1,0,3,1.30221
172,TRINITY_DN35900_c0_g1_i1,0,2,-1.51284
173,TRINITY_DN35906_c1_g1_i1,0,1,-0.0861022
174,TRINITY_DN35910_c0_g2_i1,0,1,1.26176
175,TRINITY_DN35929_c1_g1_i1,0,5,-0.454516
176,TRINITY_DN35986_c0_g1_i2,0,5,0.562474
177,TRINITY_DN35986_c0_g2_i1,0,2,-1.51284
178,TRINITY_DN36015_c0_g1_i2,0,1,-1.16439
179,TRINITY_DN36025_c0_g1_i1,0,1,-0.0861022
180,TRINITY_DN36056_c0_g2_i1,0,2,-0.812352
181,TRINITY_DN36098_c0_g1_i1,0,5,-0.94587
182,TRINITY_DN36173_c0_g1_i1,0,1,-0.0861022
183,TRINITY_DN36178_c0_g1_i2,0,2,0.260264
184,TRINITY_DN36186_c0_g1_i1,0,1,1.43024
185,TRINITY_DN36189_c0_g1_i1,0,2,0.632395
186,TRINITY_DN36202_c0_g1_i1,0,1,-0.59155
187,TRINITY_DN36341_c0_g9_i1,0,1,0.722614
188,TRINITY_DN36358_c0_g3_i1,0,2,-1.1407
189,TRINITY_DN36392_c0_g2_i1,0,1,-0.0861022
190,TRINITY_DN36408_c0_g1_i1,0,2,0.457275
191,TRINITY_DN36418_c0_g1_i1,0,2,-0.812352
192,TRINITY_DN36439_c0_g1_i1,0,1,-1.16439
193,TRINITY_DN36462_c0_g1_i1,0,1,-1.16439
194,TRINITY_DN36487_c0_g1_i1,0,4,-1.17868
195,TRINITY_DN36490_c1_g2_i1,0,2,-0.111868
196,TRINITY_DN36490_c1_g2_i2,0,5,-1.14013
197,TRINITY_DN36493_c0_g1_i1,0,2,0.0851426
198,TRINITY_DN36565_c0_g3_i1,0,1,-0.0861022
199,TRINITY_DN36571_c3_g1_i1,0,1,0.351953
200,TRINITY_DN36580_c0_g2_i1,0,2,0.260264
201,TRINITY_DN36584_c0_g1_i1,0,2,1.24532
202,TRINITY_DN36589_c0_g1_i1,0,1,-0.59155
203,TRINITY_DN36589_c0_g3_i1,0,1,1.53133
204,TRINITY_DN36629_c2_g1_i1,0,1,-0.0861022
205,TRINITY_DN36732_c0_g1_i1,0,5,-0.203125
206,TRINITY_DN36760_c0_g1_i1,0,2,-1.1407
207,TRINITY_DN36805_c1_g1_i1,0,4,1.28082
208,TRINITY_DN36887_c0_g1_i1,0,2,-1.51284
209,TRINITY_DN36913_c0_g1_i1,0,1,-1.16439
210,TRINITY_DN36972_c0_g2_i1,0,2,-1.1407
211,TRINITY_DN37002_c0_g1_i1,0,1,1.53133
212,TRINITY_DN37022_c0_g1_i1,0,1,-1.16439
213,TRINITY_DN37107_c0_g1_i3,0,1,1.43024
214,TRINITY_DN37148_c1_g1_i1,0,1,0.351953
215,TRINITY_DN37151_c1_g1_i1,0,1,-1.16439
216,TRINITY_DN37183_c0_g1_i1,0,1,-0.59155
217,TRINITY_DN37198_c0_g2_i1,0,1,1.53133
218,TRINITY_DN37204_c0_g1_i1,0,2,1.59556
219,TRINITY_DN37210_c0_g2_i1,0,1,0.351953
220,TRINITY_DN37233_c0_g1_i1,0,1,-0.59155
221,TRINITY_DN37237_c0_g2_i1,0,2,-1.51284
222,TRINITY_DN37266_c0_g1_i3,0,3,-0.443283
223,TRINITY_DN37304_c2_g3_i1,0,11,-0.211359
224,TRINITY_DN37330_c0_g1_i1,0,1,1.56503
225,TRINITY_DN37336_c0_g1_i1,0,1,1.02588
226,TRINITY_DN37352_c0_g2_i1,0,1,-0.59155
227,TRINITY_DN37353_c1_g1_i1,0,1,-0.59155
228,TRINITY_DN37366_c0_g2_i1,0,7,-1.69169
229,TRINITY_DN37382_c0_g1_i2,0,1,-1.16439
230,TRINITY_DN37384_c2_g1_i2,0,1,-1.16439
231,TRINITY_DN37430_c0_g1_i2,0,3,-0.8755
232,TRINITY_DN37441_c0_g1_i1,0,3,-1.72331
233,TRINITY_DN37452_c0_g2_i1,0,1,-1.16439
234,TRINITY_DN37452_c0_g3_i1,0,3,0.936486
235,TRINITY_DN37463_c0_g1_i1,0,3,0.00555766
236,TRINITY_DN37469_c0_g1_i1,0,2,1.04831
237,TRINITY_DN37469_c0_g3_i1,0,4,0.213234
238,TRINITY_DN37480_c0_g1_i1,0,2,-0.768572
239,TRINITY_DN37648_c0_g2_i2,0,1,-0.59155
240,TRINITY_DN37688_c2_g1_i1,0,7,-0.218266
241,TRINITY_DN37699_c0_g1_i1,0,2,-0.768572
242,TRINITY_DN37754_c0_g2_i1,0,1,-0.0861022
243,TRINITY_DN37771_c0_g2_i2,0,1,0.351953
244,TRINITY_DN37829_c0_g1_i2,0,9,-2.21889
245,TRINITY_DN37831_c0_g4_i1,0,1,-1.16439
246,TRINITY_DN37860_c0_g2_i1,0,5,-0.72876
247,TRINITY_DN37870_c0_g1_i1,0,1,1.43024
248,TRINITY_DN37890_c0_g1_i2,0,1,-1.16439
249,TRINITY_DN37892_c0_g1_i1,0,1,-1.16439
250,TRINITY_DN37905_c0_g1_i1,0,2,-1.1407
251,TRINITY_DN37920_c0_g1_i1,0,1,0.722614
252,TRINITY_DN37925_c0_g2_i2,0,1,-1.16439
253,TRINITY_DN37974_c0_g1_i1,0,1,-1.16439
254,TRINITY_DN3846_c0_g2_i1,0,3,-1.44071
255,TRINITY_DN38061_c0_g1_i1,0,7,-1.07777
256,TRINITY_DN38064_c0_g3_i1,0,2,-0.812352
257,TRINITY_DN38121_c0_g2_i1,0,2,0.172703
258,TRINITY_DN38122_c0_g1_i1,0,7,-0.077939
259,TRINITY_DN38129_c0_g1_i1,0,3,1.33546
260,TRINITY_DN38166_c0_g3_i1,0,1,-0.0861022
261,TRINITY_DN38219_c0_g2_i2,0,2,-1.1407
262,TRINITY_DN38241_c0_g1_i1,0,1,1.26176
263,TRINITY_DN38270_c0_g1_i1,0,2,-0.812352
264,TRINITY_DN38271_c0_g3_i1,0,1,-1.16439
265,TRINITY_DN38287_c0_g1_i1,0,2,-0.155649
266,TRINITY_DN38348_c0_g1_i1,0,1,-1.16439
267,TRINITY_DN38348_c0_g2_i1,0,1,1.43024
268,TRINITY_DN38384_c0_g1_i2,0,2,0.938857
269,TRINITY_DN38487_c1_g1_i1,0,2,1.46422
270,TRINITY_DN38508_c1_g1_i1,0,3,-0.908747
271,TRINITY_DN38529_c1_g1_i1,0,2,0.282154
272,TRINITY_DN38558_c0_g1_i2,0,1,-0.59155
273,TRINITY_DN38564_c0_g1_i1,0,1,-1.16439
274,TRINITY_DN38568_c0_g1_i2,0,1,-1.16439
275,TRINITY_DN38579_c0_g1_i1,0,2,0.172703
276,TRINITY_DN38633_c0_g2_i2,0,5,-0.865882
277,TRINITY_DN38680_c0_g2_i1,0,1,-0.59155
278,TRINITY_DN38730_c1_g1_i1,0,1,-0.0861022
279,TRINITY_DN38732_c0_g3_i1,0,2,-1.1407
280,TRINITY_DN38748_c0_g3_i1,0,1,-0.59155
281,TRINITY_DN38750_c0_g1_i1,0,4,-0.827322
282,TRINITY_DN38806_c0_g1_i1,0,2,1.13587
283,TRINITY_DN38852_c0_g2_i2,0,1,0.351953
284,TRINITY_DN38872_c1_g4_i1,0,1,-0.59155
285,TRINITY_DN38872_c1_g10_i1,0,3,-0.975242
286,TRINITY_DN38922_c2_g1_i1,0,1,1.26176
287,TRINITY_DN38953_c1_g2_i2,0,3,-0.8755
288,TRINITY_DN38988_c0_g2_i1,0,1,-1.16439
289,TRINITY_DN38988_c0_g3_i2,0,1,-0.59155
290,TRINITY_DN39024_c0_g1_i1,0,2,-0.768572
291,TRINITY_DN39050_c0_g3_i1,0,11,-1.16859
292,TRINITY_DN39058_c1_g1_i3,0,4,-0.948945
293,TRINITY_DN39070_c0_g2_i1,0,1,1.02588
294,TRINITY_DN39078_c0_g3_i1,0,1,-0.59155
295,TRINITY_DN39123_c0_g1_i1,0,1,1.43024
296,TRINITY_DN39125_c0_g2_i1,0,18,-1.44008
297,TRINITY_DN39145_c1_g1_i1,0,1,-1.16439
298,TRINITY_DN39198_c0_g1_i1,0,4,-1.20571
299,TRINITY_DN39212_c0_g1_i1,0,2,0.698066
300,TRINITY_DN39216_c0_g1_i1,0,1,-1.16439
301,TRINITY_DN39224_c0_g4_i1,0,1,-1.16439
302,TRINITY_DN39227_c0_g1_i3,0,7,0.0360763
303,TRINITY_DN39306_c0_g1_i1,0,1,-0.59155
304,TRINITY_DN39322_c0_g5_i1,0,1,-1.16439
305,TRINITY_DN39353_c0_g4_i1,0,3,0.487646
306,TRINITY_DN39361_c0_g1_i1,0,4,-1.86788
307,TRINITY_DN39396_c1_g8_i1,0,1,1.53133
308,TRINITY_DN39396_c1_g9_i2,0,2,-0.44022
309,TRINITY_DN39396_c1_g10_i1,0,1,-1.16439
310,TRINITY_DN39406_c0_g1_i2,0,1,-1.16439
311,TRINITY_DN39419_c0_g1_i1,0,2,0.238373
312,TRINITY_DN39487_c0_g1_i1,0,2,-1.1407
313,TRINITY_DN39491_c0_g4_i2,0,17,-0.289403
314,TRINITY_DN39491_c0_g5_i1,0,3,0.421151
315,TRINITY_DN39491_c0_g7_i1,0,2,-1.51284
316,TRINITY_DN39528_c0_g1_i1,0,2,-0.44022
317,TRINITY_DN39540_c0_g1_i2,0,1,1.26176
318,TRINITY_DN39570_c0_g1_i2,0,1,-1.16439
319,TRINITY_DN39581_c0_g1_i1,0,4,-0.219205
320,TRINITY_DN39590_c0_g6_i2,0,2,-0.111868
321,TRINITY_DN39626_c0_g4_i1,0,8,-0.868793
322,TRINITY_DN39643_c0_g3_i1,0,2,-1.51284
323,TRINITY_DN39656_c0_g1_i1,0,3,0.836744
324,TRINITY_DN39697_c0_g1_i1,0,3,-0.908747
325,TRINITY_DN39747_c0_g2_i1,0,9,-2.21889
326,TRINITY_DN39765_c0_g1_i1,0,10,-0.787155
327,TRINITY_DN39785_c1_g2_i1,0,5,-0.260259
328,TRINITY_DN39793_c0_g2_i1,0,1,-1.16439
329,TRINITY_DN39856_c0_g1_i4,0,6,0.631443
330,TRINITY_DN39857_c0_g1_i2,0,1,-0.0861022
331,TRINITY_DN39887_c0_g3_i1,0,4,1.01054
332,TRINITY_DN39959_c0_g1_i1,0,1,-1.16439
333,TRINITY_DN39971_c0_g1_i2,0,2,-0.286989
334,TRINITY_DN4095_c0_g1_i1,0,1,0.722614
335,TRINITY_DN40005_c0_g1_i1,0,5,1.08811
336,TRINITY_DN40016_c0_g2_i1,0,3,0.68713
337,TRINITY_DN40055_c0_g1_i1,0,3,-0.692639
338,TRINITY_DN40055_c2_g1_i1,0,2,0.457275
339,TRINITY_DN40058_c1_g1_i1,0,25,-2.05497
340,TRINITY_DN40062_c0_g1_i1,0,1,-0.59155
341,TRINITY_DN40083_c0_g1_i2,0,1,-0.59155
342,TRINITY_DN40109_c2_g2_i1,0,2,-1.1407
343,TRINITY_DN40129_c0_g1_i1,0,3,-0.16068
344,TRINITY_DN40143_c0_g4_i2,0,1,1.53133
345,TRINITY_DN40152_c0_g1_i1,0,1,-1.16439
346,TRINITY_DN40166_c0_g4_i1,0,1,-1.16439
347,TRINITY_DN40167_c1_g1_i2,0,1,-1.16439
348,TRINITY_DN40176_c1_g2_i1,0,3,0.520893
349,TRINITY_DN40212_c2_g1_i1,0,33,-1.55788
350,TRINITY_DN40212_c2_g1_i2,0,6,-0.0132039
351,TRINITY_DN40212_c2_g3_i1,0,2,-1.1407
352,TRINITY_DN40264_c1_g3_i1,0,1,0.722614
353,TRINITY_DN40290_c10_g2_i2,0,1,-0.0861022
354,TRINITY_DN40305_c2_g2_i1,0,1,1.53133
355,TRINITY_DN40334_c4_g1_i5,0,1,-0.59155
356,TRINITY_DN40364_c2_g1_i1,0,13,0.59803
357,TRINITY_DN40365_c0_g2_i1,0,3,-1.44071
358,TRINITY_DN40365_c0_g4_i1,0,4,-0.27326
359,TRINITY_DN40382_c0_g1_i1,0,2,-0.812352
360,TRINITY_DN40432_c0_g1_i1,0,1,1.56503
361,TRINITY_DN40434_c0_g3_i1,0,8,-1.12052
362,TRINITY_DN40439_c0_g1_i1,0,1,-0.59155
363,TRINITY_DN40450_c0_g3_i1,0,1,1.43024
364,TRINITY_DN40479_c0_g2_i1,0,6,1.71247
365,TRINITY_DN40481_c0_g1_i1,0,8,0.531448
366,TRINITY_DN40498_c2_g5_i1,0,1,-0.59155
367,TRINITY_DN40499_c4_g8_i1,0,1,1.02588
368,TRINITY_DN40561_c17_g2_i1,0,1,-0.59155
369,TRINITY_DN40576_c4_g3_i1,0,1,-1.16439
370,TRINITY_DN40614_c2_g3_i1,0,3,0.437775
371,TRINITY_DN40614_c2_g3_i2,0,2,-1.51284
372,TRINITY_DN40646_c0_g5_i3,0,1,-1.16439
373,TRINITY_DN40646_c0_g5_i5,0,1,-0.0861022
374,TRINITY_DN40656_c1_g4_i2,0,1,-1.16439
375,TRINITY_DN40681_c18_g9_i2,0,1,0.722614
376,TRINITY_DN40681_c18_g16_i1,0,1,-1.16439
377,TRINITY_DN4155_c0_g1_i1,0,1,-0.59155
378,TRINITY_DN41719_c0_g1_i1,0,1,-0.59155
379,TRINITY_DN41835_c0_g1_i1,0,3,0.288161
380,TRINITY_DN42027_c0_g1_i1,0,6,-1.04464
381,TRINITY_DN4487_c0_g2_i1,0,1,1.02588
382,TRINITY_DN4489_c0_g1_i1,0,1,-0.0861022
383,TRINITY_DN45999_c1_g1_i1,0,5,0.128253
384,TRINITY_DN46002_c0_g1_i1,0,2,-0.527781
385,TRINITY_DN46010_c1_g1_i1,0,2,0.610505
386,TRINITY_DN46068_c0_g1_i1,0,1,-1.16439
387,TRINITY_DN46139_c0_g1_i1,0,1,-1.16439
388,TRINITY_DN46320_c0_g1_i1,0,4,0.19972
389,TRINITY_DN46875_c0_g1_i1,0,1,-0.59155
390,TRINITY_DN47110_c0_g1_i1,0,1,0.351953
391,TRINITY_DN47339_c0_g1_i1,0,1,-1.16439
392,TRINITY_DN52355_c1_g1_i1,0,1,-1.16439
393,TRINITY_DN52358_c0_g1_i1,0,1,-0.59155
394,TRINITY_DN52480_c0_g1_i1,0,1,-1.16439
395,TRINITY_DN52549_c1_g1_i1,0,1,-1.16439
396,TRINITY_DN52766_c0_g1_i1,0,11,-1.16257
397,TRINITY_DN5330_c0_g1_i1,0,3,-0.642768
398,TRINITY_DN53643_c0_g1_i1,0,5,-1.23154
399,TRINITY_DN57820_c0_g1_i1,0,1,-1.16439
400,TRINITY_DN57891_c0_g1_i1,0,3,-1.1581
401,TRINITY_DN58010_c0_g1_i1,0,2,-0.812352
402,TRINITY_DN58176_c0_g1_i1,0,2,-1.51284
403,TRINITY_DN59230_c0_g1_i1,0,3,-0.443283
404,TRINITY_DN59863_c0_g2_i1,0,2,-0.44022
405,TRINITY_DN632_c1_g1_i1,0,1,-1.16439
406,TRINITY_DN694_c0_g1_i1,0,3,0.288161
407,TRINITY_DN6019_c0_g1_i1,0,3,-1.72331
408,TRINITY_DN62292_c0_g1_i1,0,1,-0.0861022
409,TRINITY_DN63774_c0_g1_i1,0,2,-0.286989
410,TRINITY_DN63830_c1_g1_i1,0,1,-1.16439
411,TRINITY_DN63872_c0_g1_i1,0,2,-1.51284
412,TRINITY_DN64050_c1_g1_i1,0,1,1.26176
413,TRINITY_DN64278_c1_g1_i1,0,1,-1.16439
414,TRINITY_DN64588_c0_g1_i1,0,1,-1.16439
415,TRINITY_DN64808_c0_g1_i1,0,1,0.351953
416,TRINITY_DN6691_c0_g1_i1,0,1,-0.59155
417,TRINITY_DN66159_c0_g1_i1,0,2,1.59556
418,TRINITY_DN66408_c0_g1_i1,0,2,0.435384
419,TRINITY_DN6868_c0_g1_i1,0,1,1.53133
420,TRINITY_DN69804_c0_g1_i1,0,3,-0.443283
421,TRINITY_DN69892_c1_g1_i1,0,2,0.938857
422,TRINITY_DN69933_c0_g1_i1,0,1,1.26176
423,TRINITY_DN763_c0_g1_i1,0,2,-0.812352
424,TRINITY_DN70034_c0_g1_i1,0,2,1.59556
425,TRINITY_DN70141_c0_g1_i1,0,1,-1.16439
426,TRINITY_DN70423_c0_g1_i1,0,1,1.26176
427,TRINITY_DN7422_c0_g1_i1,0,1,-1.16439
428,TRINITY_DN7583_c0_g1_i1,0,1,-0.0861022
429,TRINITY_DN7816_c0_g1_i1,0,10,-1.37482
430,TRINITY_DN7958_c0_g1_i1,0,4,-1.17868
431,TRINITY_DN838_c0_g1_i1,0,3,-0.659391
432,TRINITY_DN8796_c0_g1_i1,0,2,0.435384
433,TRINITY_DN9352_c1_g1_i1,0,5,-0.957297
