NUM,CHROM,BIN_START,N_SNPS,TajimaD
42,TRINITY_DN24358_c0_g1_i1,0,2,-0.0716669
43,TRINITY_DN24557_c0_g1_i1,0,3,-1.23264
44,TRINITY_DN25290_c0_g1_i1,0,2,-0.319559
45,TRINITY_DN25359_c0_g1_i1,0,3,-0.711338
46,TRINITY_DN25525_c0_g1_i1,0,1,-1.1028
47,TRINITY_DN25633_c0_g1_i1,0,6,-0.91215
48,TRINITY_DN25682_c0_g1_i1,0,2,-1.31113
49,TRINITY_DN25829_c0_g1_i1,0,3,-1.22761
50,TRINITY_DN25829_c0_g2_i1,0,1,-1.1028
51,TRINITY_DN25887_c0_g1_i1,0,1,1.32891
52,TRINITY_DN25892_c0_g2_i1,0,3,-0.227808
53,TRINITY_DN25983_c0_g1_i1,0,1,-0.238189
54,TRINITY_DN2692_c0_g2_i1,0,8,-1.77089
55,TRINITY_DN26067_c0_g1_i1,0,1,1.54998
56,TRINITY_DN26097_c0_g1_i1,0,1,0.621505
57,TRINITY_DN26109_c0_g1_i1,0,1,1.54998
58,TRINITY_DN26117_c0_g1_i1,0,6,-1.03782
59,TRINITY_DN26156_c0_g2_i1,0,12,-0.842498
60,TRINITY_DN26408_c0_g1_i1,0,7,-1.74739
61,TRINITY_DN26524_c0_g1_i1,0,1,0.307102
62,TRINITY_DN26620_c0_g1_i1,0,1,1.48611
63,TRINITY_DN26757_c0_g1_i1,0,1,-1.1028
64,TRINITY_DN26804_c0_g1_i1,0,5,0.429889
65,TRINITY_DN27060_c0_g1_i1,0,7,-0.959655
66,TRINITY_DN27233_c0_g1_i1,0,1,-1.1028
67,TRINITY_DN27311_c0_g1_i1,0,3,0.411861
68,TRINITY_DN27425_c0_g1_i1,0,1,-1.1028
69,TRINITY_DN27495_c0_g1_i1,0,5,-0.525342
70,TRINITY_DN27908_c0_g1_i1,0,1,-1.1028
71,TRINITY_DN28217_c1_g1_i1,0,4,-0.505948
72,TRINITY_DN28343_c0_g1_i1,0,4,0.514476
73,TRINITY_DN28606_c0_g2_i1,0,3,-1.06139
74,TRINITY_DN28629_c0_g1_i1,0,1,-1.1028
75,TRINITY_DN28750_c0_g1_i1,0,2,-0.202136
76,TRINITY_DN28815_c0_g2_i1,0,1,-0.439604
77,TRINITY_DN29035_c0_g1_i1,0,1,-1.1028
78,TRINITY_DN29058_c0_g2_i1,0,1,1.60401
79,TRINITY_DN29129_c0_g1_i1,0,2,-0.724014
80,TRINITY_DN29349_c0_g3_i1,0,1,0.307102
81,TRINITY_DN29428_c0_g1_i1,0,3,-1.57766
82,TRINITY_DN29510_c0_g1_i1,0,1,1.72191
83,TRINITY_DN29586_c0_g1_i1,0,4,-1.38741
84,TRINITY_DN29610_c0_g2_i1,0,8,0.904363
85,TRINITY_DN29774_c0_g2_i1,0,2,0.215366
86,TRINITY_DN29804_c0_g1_i1,0,2,-0.642471
87,TRINITY_DN29929_c0_g1_i1,0,1,-1.1028
88,TRINITY_DN29983_c0_g1_i1,0,1,0.621505
89,TRINITY_DN30223_c0_g3_i1,0,2,-0.642471
90,TRINITY_DN30235_c0_g4_i1,0,1,-1.1028
91,TRINITY_DN30257_c0_g1_i1,0,1,1.72191
92,TRINITY_DN30262_c0_g1_i1,0,1,1.13241
93,TRINITY_DN30319_c0_g1_i1,0,1,-0.871907
94,TRINITY_DN30497_c1_g1_i1,0,10,-0.808051
95,TRINITY_DN30510_c0_g1_i1,0,8,-0.632193
96,TRINITY_DN30527_c0_g1_i1,0,1,-1.1028
97,TRINITY_DN30561_c0_g1_i2,0,1,1.72683
98,TRINITY_DN30561_c2_g1_i1,0,3,0.419417
99,TRINITY_DN30586_c1_g1_i1,0,2,-1.31113
100,TRINITY_DN30692_c0_g2_i1,0,2,-1.02409
101,TRINITY_DN30699_c1_g1_i1,0,19,2.45139
102,TRINITY_DN30838_c0_g1_i1,0,1,1.23557
103,TRINITY_DN30917_c0_g1_i1,0,3,-0.268102
104,TRINITY_DN30960_c0_g1_i1,0,2,1.03406
105,TRINITY_DN31132_c0_g2_i1,0,2,0.358882
106,TRINITY_DN31264_c1_g1_i1,0,4,0.609881
107,TRINITY_DN31271_c0_g1_i1,0,5,0.337734
108,TRINITY_DN31293_c0_g1_i1,0,1,1.23557
109,TRINITY_DN31361_c0_g2_i1,0,1,-1.1028
110,TRINITY_DN31450_c1_g1_i1,0,3,-1.03621
111,TRINITY_DN31459_c0_g1_i1,0,1,0.621505
112,TRINITY_DN31501_c0_g1_i1,0,1,-0.871907
113,TRINITY_DN31548_c0_g1_i1,0,1,-0.238189
114,TRINITY_DN31613_c0_g1_i1,0,6,-1.5824
115,TRINITY_DN31911_c0_g1_i1,0,4,-0.974679
116,TRINITY_DN31922_c0_g1_i1,0,1,-1.1028
117,TRINITY_DN31926_c0_g1_i1,0,1,-1.1028
118,TRINITY_DN31966_c0_g2_i1,0,8,-1.77089
119,TRINITY_DN31968_c0_g1_i1,0,1,1.41242
120,TRINITY_DN31974_c0_g3_i1,0,1,-0.0466004
121,TRINITY_DN32048_c0_g1_i1,0,2,0.564372
122,TRINITY_DN32176_c0_g2_i1,0,1,-0.439604
123,TRINITY_DN32244_c0_g1_i2,0,2,-0.489169
124,TRINITY_DN32257_c0_g1_i1,0,6,-1.94389
125,TRINITY_DN32329_c0_g2_i1,0,2,-0.52831
126,TRINITY_DN32463_c1_g1_i1,0,17,-0.840393
127,TRINITY_DN32527_c0_g1_i1,0,2,-1.46443
128,TRINITY_DN32667_c0_g2_i1,0,3,0.751843
129,TRINITY_DN32706_c0_g2_i2,0,6,-1.23331
130,TRINITY_DN32791_c0_g3_i1,0,3,0.457192
131,TRINITY_DN32882_c0_g1_i1,0,2,-0.890363
132,TRINITY_DN32895_c0_g1_i1,0,1,-1.1028
133,TRINITY_DN32915_c0_g1_i1,0,1,0.469216
134,TRINITY_DN32953_c0_g1_i1,0,1,-0.871907
135,TRINITY_DN32953_c0_g2_i1,0,1,-1.1028
136,TRINITY_DN33015_c0_g1_i1,0,2,-0.189089
137,TRINITY_DN33024_c0_g1_i1,0,5,0.284567
138,TRINITY_DN33085_c0_g1_i1,0,2,-1.31113
139,TRINITY_DN33141_c0_g2_i1,0,1,-0.0466004
140,TRINITY_DN33188_c0_g2_i1,0,2,-0.870792
141,TRINITY_DN33196_c0_g1_i1,0,4,-1.29408
142,TRINITY_DN33350_c0_g1_i1,0,1,-1.1028
143,TRINITY_DN33389_c1_g1_i1,0,2,-0.375008
144,TRINITY_DN33397_c1_g1_i2,0,12,-1.49138
145,TRINITY_DN33397_c2_g4_i1,0,8,-1.62247
146,TRINITY_DN33675_c0_g1_i1,0,3,-1.57766
147,TRINITY_DN33723_c0_g1_i1,0,2,-0.0716669
148,TRINITY_DN33742_c1_g2_i1,0,1,1.72683
149,TRINITY_DN33780_c0_g1_i1,0,4,-0.14714
150,TRINITY_DN33893_c0_g1_i1,0,1,0.307102
151,TRINITY_DN33904_c0_g1_i1,0,5,-0.383564
152,TRINITY_DN33929_c0_g3_i1,0,1,-0.871907
153,TRINITY_DN34153_c0_g1_i1,0,1,-1.1028
154,TRINITY_DN34156_c0_g1_i1,0,3,2.28806
155,TRINITY_DN34166_c0_g2_i1,0,1,-0.238189
156,TRINITY_DN34170_c0_g1_i1,0,1,1.13241
157,TRINITY_DN34185_c0_g1_i1,0,1,-1.1028
158,TRINITY_DN34223_c0_g1_i1,0,7,-0.908521
159,TRINITY_DN34250_c0_g1_i1,0,2,-0.870792
160,TRINITY_DN34355_c0_g1_i1,0,6,-0.148813
161,TRINITY_DN34483_c0_g1_i1,0,2,0.362144
162,TRINITY_DN34530_c0_g1_i1,0,5,-0.247102
163,TRINITY_DN34592_c0_g1_i1,0,1,-1.1028
164,TRINITY_DN34621_c1_g2_i1,0,7,-1.26369
165,TRINITY_DN34621_c2_g2_i1,0,3,1.31092
166,TRINITY_DN34647_c0_g2_i1,0,1,-0.439604
167,TRINITY_DN34661_c0_g1_i1,0,4,-0.622093
168,TRINITY_DN34670_c0_g1_i1,0,2,-0.0684052
169,TRINITY_DN34708_c0_g2_i1,0,1,-0.871907
170,TRINITY_DN34722_c0_g2_i1,0,1,-0.0466004
171,TRINITY_DN34728_c1_g1_i1,0,2,-0.870792
172,TRINITY_DN34875_c0_g1_i1,0,1,0.896607
173,TRINITY_DN34928_c0_g1_i1,0,6,0.25923
174,TRINITY_DN34931_c0_g1_i1,0,4,1.0475
175,TRINITY_DN34972_c0_g1_i1,0,3,-0.912808
176,TRINITY_DN34987_c0_g2_i1,0,3,-1.00095
177,TRINITY_DN35026_c0_g1_i1,0,4,0.947948
178,TRINITY_DN35027_c1_g1_i1,0,2,-1.31113
179,TRINITY_DN35039_c1_g1_i1,0,2,0.205581
180,TRINITY_DN35067_c1_g1_i1,0,4,-1.67155
181,TRINITY_DN35070_c0_g1_i1,0,3,-0.5829
182,TRINITY_DN35091_c1_g1_i1,0,1,-0.238189
183,TRINITY_DN35091_c1_g1_i2,0,2,-0.583759
184,TRINITY_DN35208_c0_g1_i1,0,2,-1.46443
185,TRINITY_DN35234_c0_g1_i1,0,1,-1.1028
186,TRINITY_DN35300_c0_g1_i1,0,3,-0.268102
187,TRINITY_DN35340_c1_g1_i1,0,2,0.0457556
188,TRINITY_DN35340_c1_g1_i2,0,1,1.01942
189,TRINITY_DN35340_c2_g1_i1,0,2,-0.0618817
190,TRINITY_DN35390_c0_g1_i1,0,3,-0.620676
191,TRINITY_DN35464_c0_g1_i1,0,1,-0.0466004
192,TRINITY_DN35509_c0_g2_i1,0,4,-1.66741
193,TRINITY_DN35575_c0_g1_i1,0,2,0.596989
194,TRINITY_DN35673_c1_g2_i2,0,1,1.32891
195,TRINITY_DN35709_c0_g2_i1,0,5,-0.589142
196,TRINITY_DN35710_c0_g1_i1,0,1,-0.439604
197,TRINITY_DN35743_c0_g1_i1,0,1,0.621505
198,TRINITY_DN35823_c1_g1_i1,0,1,-1.1028
199,TRINITY_DN35849_c0_g1_i1,0,4,0.81521
200,TRINITY_DN35900_c0_g1_i1,0,2,-1.46443
201,TRINITY_DN35906_c1_g1_i1,0,1,0.469216
202,TRINITY_DN35910_c0_g2_i1,0,1,1.13241
203,TRINITY_DN35929_c1_g1_i1,0,5,0.0524047
204,TRINITY_DN35952_c1_g1_i2,0,1,-1.1028
205,TRINITY_DN35986_c0_g1_i2,0,5,1.69349
206,TRINITY_DN35986_c0_g2_i1,0,2,-1.02409
207,TRINITY_DN36015_c0_g1_i2,0,1,-0.871907
208,TRINITY_DN36025_c0_g1_i1,0,2,-0.642471
209,TRINITY_DN36056_c0_g2_i1,0,3,-0.812073
210,TRINITY_DN36098_c0_g1_i1,0,5,-0.918777
211,TRINITY_DN36173_c0_g1_i1,0,2,-0.52831
212,TRINITY_DN36178_c0_g1_i2,0,2,0.384976
213,TRINITY_DN36186_c0_g1_i1,0,1,1.48611
214,TRINITY_DN36189_c0_g1_i1,0,3,-0.0162638
215,TRINITY_DN36202_c0_g1_i1,0,1,0.135164
216,TRINITY_DN36341_c0_g9_i1,0,1,0.621505
217,TRINITY_DN36358_c0_g3_i1,0,2,-1.02409
218,TRINITY_DN36391_c0_g1_i2,0,1,-0.871907
219,TRINITY_DN36392_c0_g2_i1,0,2,0.407808
220,TRINITY_DN36408_c0_g1_i1,0,2,0.407808
221,TRINITY_DN36418_c0_g1_i1,0,3,-0.973249
222,TRINITY_DN36420_c0_g1_i1,0,1,-1.1028
223,TRINITY_DN36439_c0_g1_i1,0,1,-1.1028
224,TRINITY_DN36462_c0_g1_i1,0,1,-0.439604
225,TRINITY_DN36487_c0_g1_i1,0,4,-0.184473
226,TRINITY_DN36490_c1_g2_i1,0,2,0.616559
227,TRINITY_DN36490_c1_g2_i2,0,7,-1.64788
228,TRINITY_DN36493_c0_g1_i1,0,3,-0.308396
229,TRINITY_DN36565_c0_g3_i1,0,1,-0.238189
230,TRINITY_DN36571_c3_g1_i1,0,1,0.621505
231,TRINITY_DN36579_c0_g1_i1,0,1,-1.1028
232,TRINITY_DN36580_c0_g2_i1,0,3,-0.25551
233,TRINITY_DN36584_c0_g1_i1,0,4,0.636844
234,TRINITY_DN36589_c0_g1_i1,0,1,-0.238189
235,TRINITY_DN36589_c0_g3_i1,0,1,1.60401
236,TRINITY_DN36629_c2_g1_i1,0,2,-0.763155
237,TRINITY_DN36732_c0_g1_i1,0,7,-0.829748
238,TRINITY_DN36760_c0_g1_i1,0,2,-1.01105
239,TRINITY_DN36805_c1_g1_i1,0,5,0.770157
240,TRINITY_DN36834_c0_g1_i1,0,1,-1.1028
241,TRINITY_DN36862_c0_g1_i1,0,1,-0.871907
242,TRINITY_DN36887_c0_g1_i1,0,2,-0.583759
243,TRINITY_DN36913_c0_g1_i1,0,1,-1.1028
244,TRINITY_DN36926_c0_g1_i1,0,2,-1.46443
245,TRINITY_DN36972_c0_g2_i1,0,2,-0.267371
246,TRINITY_DN37002_c0_g1_i1,0,2,0.662224
247,TRINITY_DN37022_c0_g1_i1,0,1,-1.1028
248,TRINITY_DN37107_c0_g1_i3,0,1,1.72191
249,TRINITY_DN37148_c1_g1_i1,0,2,-0.763155
250,TRINITY_DN37151_c1_g1_i1,0,1,-0.650843
251,TRINITY_DN37183_c0_g1_i1,0,1,-0.871907
252,TRINITY_DN37198_c0_g2_i1,0,1,1.32891
253,TRINITY_DN37204_c0_g1_i1,0,3,1.1019
254,TRINITY_DN37210_c0_g2_i1,0,2,-0.319559
255,TRINITY_DN37233_c0_g1_i1,0,1,-0.238189
256,TRINITY_DN37237_c0_g2_i1,0,4,-1.86236
257,TRINITY_DN37266_c0_g1_i3,0,4,-0.379432
258,TRINITY_DN37304_c2_g3_i1,0,14,-0.457928
259,TRINITY_DN37330_c0_g1_i1,0,2,0.362144
260,TRINITY_DN37336_c0_g1_i1,0,1,0.469216
261,TRINITY_DN37352_c0_g2_i1,0,1,-0.871907
262,TRINITY_DN37353_c1_g1_i1,0,19,-2.48643
263,TRINITY_DN37366_c0_g2_i1,0,7,-1.06883
264,TRINITY_DN37382_c0_g1_i2,0,1,-0.650843
265,TRINITY_DN37384_c2_g1_i2,0,1,-0.439604
266,TRINITY_DN37430_c0_g1_i2,0,3,-0.897698
267,TRINITY_DN37441_c0_g1_i1,0,3,-1.34597
268,TRINITY_DN37447_c2_g3_i1,0,1,-0.871907
269,TRINITY_DN37452_c0_g2_i1,0,2,-1.31113
270,TRINITY_DN37452_c0_g3_i1,0,6,-0.493246
271,TRINITY_DN37463_c0_g1_i1,0,3,0.137358
272,TRINITY_DN37469_c0_g1_i1,0,2,2.17241
273,TRINITY_DN37469_c0_g3_i1,0,5,-0.160263
274,TRINITY_DN37480_c0_g1_i1,0,4,-0.953938
275,TRINITY_DN37648_c0_g2_i2,0,1,0.135164
276,TRINITY_DN37688_c2_g1_i1,0,10,-0.353244
277,TRINITY_DN37699_c0_g1_i1,0,2,-0.316297
278,TRINITY_DN37712_c0_g1_i1,0,1,-1.1028
279,TRINITY_DN37754_c0_g2_i1,0,1,-0.238189
280,TRINITY_DN37771_c0_g2_i2,0,1,0.469216
281,TRINITY_DN37828_c0_g3_i2,0,1,-0.871907
282,TRINITY_DN37829_c0_g1_i2,0,9,-0.964763
283,TRINITY_DN37831_c0_g4_i1,0,1,-0.238189
284,TRINITY_DN37860_c0_g2_i1,0,6,-0.297757
285,TRINITY_DN37870_c0_g1_i1,0,1,1.68261
286,TRINITY_DN37890_c0_g1_i2,0,2,-1.31113
287,TRINITY_DN37892_c0_g1_i1,0,2,-1.31113
288,TRINITY_DN37905_c0_g1_i1,0,2,-0.224969
289,TRINITY_DN37920_c0_g1_i1,0,1,0.307102
290,TRINITY_DN37925_c0_g2_i2,0,1,-1.1028
291,TRINITY_DN37974_c0_g1_i1,0,1,-0.871907
292,TRINITY_DN3846_c0_g2_i1,0,4,-1.47245
293,TRINITY_DN38061_c0_g1_i1,0,7,-1.53871
294,TRINITY_DN38064_c0_g3_i1,0,2,0.362144
295,TRINITY_DN38121_c0_g2_i1,0,2,0.296909
296,TRINITY_DN38122_c0_g1_i1,0,9,-0.413226
297,TRINITY_DN38129_c0_g1_i1,0,3,1.62572
298,TRINITY_DN38166_c0_g3_i1,0,1,0.763969
299,TRINITY_DN38219_c0_g2_i2,0,2,-0.375008
300,TRINITY_DN38241_c0_g1_i1,0,1,1.01942
301,TRINITY_DN38270_c0_g1_i1,0,2,-0.319559
302,TRINITY_DN38271_c0_g3_i1,0,1,-1.1028
303,TRINITY_DN38287_c0_g1_i1,0,2,-0.870792
304,TRINITY_DN38325_c0_g1_i1,0,3,-1.57766
305,TRINITY_DN38331_c0_g1_i1,0,1,-1.1028
306,TRINITY_DN38348_c0_g1_i1,0,1,-1.1028
307,TRINITY_DN38348_c0_g2_i1,0,1,1.60401
308,TRINITY_DN38384_c0_g1_i2,0,2,0.179487
309,TRINITY_DN38487_c1_g1_i1,0,3,1.01627
310,TRINITY_DN38508_c1_g1_i1,0,3,1.05153
311,TRINITY_DN38529_c1_g1_i1,0,2,0.48609
312,TRINITY_DN38558_c0_g1_i2,0,1,0.135164
313,TRINITY_DN38564_c0_g1_i1,0,4,-1.76488
314,TRINITY_DN38564_c0_g2_i1,0,1,-0.871907
315,TRINITY_DN38568_c0_g1_i2,0,3,-1.57766
316,TRINITY_DN38579_c0_g1_i1,0,4,-0.524614
317,TRINITY_DN38630_c0_g1_i1,0,1,-0.650843
318,TRINITY_DN38633_c0_g2_i2,0,5,-0.392425
319,TRINITY_DN38680_c0_g2_i1,0,1,-0.871907
320,TRINITY_DN38693_c0_g1_i1,0,1,-1.1028
321,TRINITY_DN38718_c1_g5_i1,0,1,-1.1028
322,TRINITY_DN38728_c2_g1_i1,0,1,-1.1028
323,TRINITY_DN38730_c1_g1_i1,0,1,-0.238189
324,TRINITY_DN38732_c0_g3_i1,0,3,-0.681117
325,TRINITY_DN38748_c0_g3_i1,0,1,-0.238189
326,TRINITY_DN38750_c0_g1_i1,0,5,-0.243558
327,TRINITY_DN38806_c0_g1_i1,0,3,0.50756
328,TRINITY_DN38852_c0_g2_i2,0,1,1.23557
329,TRINITY_DN38872_c1_g4_i1,0,1,-0.0466004
330,TRINITY_DN38872_c1_g10_i1,0,4,-0.356617
331,TRINITY_DN38922_c2_g1_i1,0,1,0.469216
332,TRINITY_DN38953_c1_g2_i2,0,3,1.37892
333,TRINITY_DN38988_c0_g2_i1,0,2,-1.31113
334,TRINITY_DN38988_c0_g3_i2,0,1,-0.439604
335,TRINITY_DN39024_c0_g1_i1,0,2,-1.15782
336,TRINITY_DN39050_c0_g3_i1,0,17,-1.34143
337,TRINITY_DN39058_c1_g1_i3,0,4,-0.657352
338,TRINITY_DN39070_c0_g2_i1,0,2,0.0881581
339,TRINITY_DN39078_c0_g3_i1,0,1,-0.238189
340,TRINITY_DN39123_c0_g1_i1,0,1,1.32891
341,TRINITY_DN39125_c0_g2_i1,0,18,-0.796955
342,TRINITY_DN39145_c1_g1_i1,0,2,-1.46443
343,TRINITY_DN39145_c1_g12_i1,0,1,-0.871907
344,TRINITY_DN39198_c0_g1_i1,0,5,-1.07473
345,TRINITY_DN39212_c0_g1_i1,0,2,1.08951
346,TRINITY_DN39216_c0_g1_i1,0,1,-1.1028
347,TRINITY_DN39224_c0_g4_i1,0,1,-0.871907
348,TRINITY_DN39227_c0_g1_i3,0,10,-0.533076
349,TRINITY_DN39256_c0_g1_i1,0,1,-1.1028
350,TRINITY_DN39306_c0_g1_i1,0,2,-1.16435
351,TRINITY_DN39320_c1_g4_i2,0,1,-0.871907
352,TRINITY_DN39322_c0_g5_i1,0,1,-0.871907
353,TRINITY_DN39353_c0_g4_i1,0,5,-0.686615
354,TRINITY_DN39361_c0_g1_i1,0,4,-0.937346
355,TRINITY_DN39396_c1_g8_i1,0,1,1.32891
356,TRINITY_DN39396_c1_g9_i2,0,2,-0.870792
357,TRINITY_DN39396_c1_g10_i1,0,1,-0.871907
358,TRINITY_DN39406_c0_g1_i2,0,1,-1.1028
359,TRINITY_DN39419_c0_g1_i1,0,3,-0.104407
360,TRINITY_DN39487_c0_g1_i1,0,2,-0.450028
361,TRINITY_DN39491_c0_g4_i2,0,18,0.0870958
362,TRINITY_DN39491_c0_g5_i1,0,4,0.425292
363,TRINITY_DN39491_c0_g7_i1,0,5,-1.82261
364,TRINITY_DN39528_c0_g1_i1,0,2,0.349097
365,TRINITY_DN39540_c0_g1_i2,0,1,0.621505
366,TRINITY_DN39547_c0_g1_i1,0,1,-1.1028
367,TRINITY_DN39554_c1_g4_i1,0,2,-1.02409
368,TRINITY_DN39570_c0_g1_i2,0,1,-1.1028
369,TRINITY_DN39581_c0_g1_i1,0,7,-1.06469
370,TRINITY_DN39590_c0_g6_i2,0,2,0.179487
371,TRINITY_DN39626_c0_g4_i1,0,8,-0.537406
372,TRINITY_DN39643_c0_g3_i1,0,2,-1.46443
373,TRINITY_DN39656_c0_g1_i1,0,3,1.4041
374,TRINITY_DN39678_c0_g1_i1,0,1,-1.1028
375,TRINITY_DN39697_c0_g1_i1,0,5,-0.0432957
376,TRINITY_DN39747_c0_g2_i1,0,9,-1.81652
377,TRINITY_DN39765_c0_g1_i1,0,10,-0.76623
378,TRINITY_DN39785_c1_g2_i1,0,5,0.360773
379,TRINITY_DN39793_c0_g2_i1,0,2,-0.890363
380,TRINITY_DN39856_c0_g1_i4,0,8,0.319424
381,TRINITY_DN39857_c0_g1_i2,0,1,1.54998
382,TRINITY_DN39887_c0_g3_i1,0,4,0.779952
383,TRINITY_DN39932_c0_g1_i1,0,1,-1.1028
384,TRINITY_DN39959_c0_g1_i1,0,1,-0.650843
385,TRINITY_DN39971_c0_g1_i2,0,2,0.24146
386,TRINITY_DN4095_c0_g1_i1,0,1,1.41242
387,TRINITY_DN40005_c0_g1_i1,0,5,1.62969
388,TRINITY_DN40016_c0_g2_i1,0,3,1.30085
389,TRINITY_DN40055_c0_g1_i1,0,5,-1.12258
390,TRINITY_DN40055_c2_g1_i1,0,3,-0.42676
391,TRINITY_DN40058_c1_g1_i1,0,26,-2.20759
392,TRINITY_DN40062_c0_g1_i1,0,1,-0.871907
393,TRINITY_DN40083_c0_g1_i2,0,1,0.469216
394,TRINITY_DN40109_c2_g2_i1,0,2,-1.31113
395,TRINITY_DN40129_c0_g1_i1,0,4,-0.0123281
396,TRINITY_DN40143_c0_g4_i2,0,1,1.70718
397,TRINITY_DN40150_c2_g2_i1,0,3,-1.57766
398,TRINITY_DN40152_c0_g1_i1,0,2,-1.31113
399,TRINITY_DN40166_c0_g4_i1,0,1,-0.0466004
400,TRINITY_DN40167_c1_g1_i2,0,1,-0.0466004
401,TRINITY_DN40176_c1_g2_i1,0,5,-0.566103
402,TRINITY_DN40212_c2_g1_i1,0,34,-1.95758
403,TRINITY_DN40212_c2_g1_i2,0,10,-0.404475
404,TRINITY_DN40212_c2_g3_i1,0,3,-1.57766
405,TRINITY_DN40234_c0_g2_i1,0,1,-1.1028
406,TRINITY_DN40251_c0_g2_i1,0,3,-0.494757
407,TRINITY_DN40264_c1_g3_i1,0,1,0.763969
408,TRINITY_DN40290_c10_g2_i2,0,1,0.135164
409,TRINITY_DN40305_c2_g2_i1,0,1,1.64823
410,TRINITY_DN40334_c4_g1_i5,0,1,-0.439604
411,TRINITY_DN40341_c0_g2_i1,0,1,-0.439604
412,TRINITY_DN40364_c2_g1_i1,0,16,0.407711
413,TRINITY_DN40365_c0_g2_i1,0,3,-0.897698
414,TRINITY_DN40365_c0_g4_i1,0,4,0.284258
415,TRINITY_DN40382_c0_g1_i1,0,2,-0.609853
416,TRINITY_DN40393_c0_g2_i1,0,1,-1.1028
417,TRINITY_DN40432_c0_g1_i1,0,1,1.68261
418,TRINITY_DN40434_c0_g3_i1,0,8,-0.695801
419,TRINITY_DN40439_c0_g1_i1,0,1,-0.238189
420,TRINITY_DN40450_c0_g3_i1,0,1,1.60401
421,TRINITY_DN40479_c0_g2_i1,0,8,1.01786
422,TRINITY_DN40481_c0_g1_i1,0,12,-0.0476139
423,TRINITY_DN40498_c2_g5_i1,0,1,-0.871907
424,TRINITY_DN40499_c4_g8_i1,0,1,1.13241
425,TRINITY_DN40561_c17_g2_i1,0,1,-0.871907
426,TRINITY_DN40576_c4_g3_i1,0,1,-1.1028
427,TRINITY_DN40614_c2_g3_i1,0,3,-0.401576
428,TRINITY_DN40614_c2_g3_i2,0,4,-1.56993
429,TRINITY_DN40646_c0_g5_i3,0,4,-1.58237
430,TRINITY_DN40646_c0_g5_i5,0,1,-0.238189
431,TRINITY_DN40656_c1_g4_i2,0,1,-1.1028
432,TRINITY_DN40681_c18_g9_i2,0,1,-0.0466004
433,TRINITY_DN40681_c18_g16_i1,0,1,-0.871907
434,TRINITY_DN4155_c0_g1_i1,0,1,-0.871907
435,TRINITY_DN41719_c0_g1_i1,0,2,-0.763155
436,TRINITY_DN41835_c0_g1_i1,0,3,0.716586
437,TRINITY_DN42027_c0_g1_i1,0,6,-1.65221
438,TRINITY_DN4487_c0_g2_i1,0,1,1.70718
439,TRINITY_DN4489_c0_g1_i1,0,1,-0.650843
